"country_code","description","title","id","company","adref","location","created"
"be","BEDRIJF: Dit internationaal huis combineert meer dan een eeuw premium vakmanschap met innovatieve technologie. Je werkt op het kruispunt van fashion, data en female empowerment, waar elk product bijdraagt aan het zelfvertrouwen van vrouwen wereldwijd. De cultuur is warm, menselijk en gericht op samenwerking en groei. Onder één dak vind je een inspirerende mix van creatieve, technische en businessprofielen die elkaar versterken. Een omgeving waar kwaliteit, innovatie en impact hand in hand gaan …","Data Analist in de modesector","5577888632","Cartière","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUJPVjFJXzA4Qkd3dHE4djFpaXM4dyIsImkiOiI1NTc3ODg4NjMyIn0.v7yFeIpSNg9Aw98htfY5Dar_uKFJynomFu9dzoMILgQ","België","2026-01-10T17:17:35Z"
"be","About Devoteam: Devoteam is a leading consulting firm focused on digital transformation. We help our clients leverage technology to achieve their business goals. Our longstanding partnerships with leaders like AWS, Google Cloud, Microsoft, and ServiceNow amplify our capabilities, allowing us to deliver top-tier expertise and award-winning services. We complement these partnerships with in-depth Cyber, Data & AI, Software development and multi cloud expertise. For 30 years, we have always been g…","Functional Analyst","5577888653","Devoteam","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU3Nzg4ODY1MyIsInMiOiIxQk9WMUlfMDhCR3d0cTh2MWlpczh3In0.r12dFxZfy0-yD64t8ugMsYUiHah2SKQts3HKZW3yGzw","België","2026-01-10T17:17:35Z"
"be","Voor een industriële speler in hartje West-Vlaanderen met internationale naam en faam zijn we op zoek naar een: PLANT CONTROLLING MANAGER Takenpakket Als Plant Controlling Manager vorm jij de cruciale brug tussen finance en operations. Je combineert diepgaande financiële expertise met sterke communicatieve vaardigheden om impact te maken op de ganse organisatie. Jouw verantwoordelijkheden omvatten: • Opstellen, opvolgen en analyseren van budgetten, forecast en maandelijkse resultaten. • Analyse…","Plant Controlling Manager","5577888580","Robert Half","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUJPVjFJXzA4Qkd3dHE4djFpaXM4dyIsImkiOiI1NTc3ODg4NTgwIn0.aMWtIKEb_LuUXiORdUaE9Z2OT1e7KgA0sOwCqcy936g","België","2026-01-10T17:17:34Z"
"be","Esri is the global market leader in Geographic Information System (GIS) software, location intelligence, and cartography. Esri BeLux is the official distributor of GIS software in Belgium and the Grand Duchy of Luxembourg, inspiring customers and students for years with location intelligence that provides real-time insights and transforms decision-making. The Digital & Lead Management Specialist drives Esri BeLux’s digital marketing performance by designing and optimizing data-driven campaigns …","Digital & Lead Management Specialist","5577888278","Esri BeLux","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU3Nzg4ODI3OCIsInMiOiIxQk9WMUlfMDhCR3d0cTh2MWlpczh3In0.5FnnY0kJOUYi6qHKtDZS_yge3Cm3TA1XU8f8u-bcGqA","België","2026-01-10T17:17:19Z"
"be","Senior Developer – Platform Engineering Self Employed position- 1 year initial contract plus extensions Ideal start date: March 2026 Hybrid Brussels Role Overview We are seeking a Senior Developer to design, build, and operate key components of a secure and scalable enterprise-grade platform. You will work within the Platform Engineering team to deliver and maintain core services that enable air traffic management (ATM) applications to run securely, reliably, and efficiently across OpenShift , …","Senior Developer","5577888274","Atos","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUJPVjFJXzA4Qkd3dHE4djFpaXM4dyIsImkiOiI1NTc3ODg4Mjc0In0._9FOb2l7lyfDS6ErFUOvt01Zu3hTEh5IfT-HrycNMLo","België","2026-01-10T17:17:19Z"
"be","(Jr.) Commercial Controller – Ambitieus Productiebedrijf Bedrijf Voor een Europese marktleider in de as Brugge – Gent – Kortrijk die de voorbije jaren een sterke groeispurt heeft gemaakt zijn we momenteel op zoek naar een (Jr.) COMMERCIAL CONTROLLER Takenpakket: Als Commercial Controller beheer en optimaliseer je alle rapportages omtrent de brutomarge en help je mee commerciële beslissingen te onderbouwen. Je rapporteert aan de Group Controller • Je staat in voor het beheer, optimalisaties & au…","Commercieel controller","5577888242","Robert Half","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU3Nzg4ODI0MiIsInMiOiIxQk9WMUlfMDhCR3d0cTh2MWlpczh3In0.MzFBM1VijLNForPmf3PuoMxNSA52Lk12ZfUAI_TMxD4","België","2026-01-10T17:17:18Z"
"be","Locatie: Wintercircus Gent Solliciteren: engineering.vacatures @battmobility.be Stel je voor Je code bestuurt straks duizenden elektrische voertuigen in realtime. Jouw backend laat ze weten waar ze moeten zijn, wanneer ze moeten laden, en met wie ze gedeeld worden. Terwijl jij nieuwe API’s en microservices ontwerpt, rijd je misschien zelf naar huis in een van die wagens.  Over BattMobility BattMobility is een Gentse scale-up die mobiliteit opnieuw uitvindt. Met elektrische voertuigen, realtime …","Java Software Engineer (Backend / Full Stack)","5577888220","BattMobility","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU3Nzg4ODIyMCIsInMiOiIxQk9WMUlfMDhCR3d0cTh2MWlpczh3In0.3Mya4TekqslWfxoxVwuPtqzEWIg2Xh7D2sEaremUfp0","België","2026-01-10T17:17:17Z"
"be","Senior Construction Manager – Hyperscale Data Centre Project (80MW) *Please note - you must hold an EU passport and be willing to relocate to Belgium. For people based in Belgium not from the EU, you must hold a valid work permit* Join us on an 80MW hyperscale data centre project—a career-defining opportunity at the forefront of complex infrastructure delivery. This is a rare chance to contribute to one of Europe’s most technically demanding builds, where precision, innovation, and bold thinkin…","Senior Construction Manager","5577888224","eir evo talent","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUJPVjFJXzA4Qkd3dHE4djFpaXM4dyIsImkiOiI1NTc3ODg4MjI0In0.IyXmwmbYUkZa6ZpupcOtvT6kz5V1O_HAgES5YN0lmqw","België","2026-01-10T17:17:17Z"
"be","Mainframe Ops Engineer – Automation, Scheduling & Secure Systems Configure the workflow request based on the requirements provided by the Business application or Operations. Configure the planning of the workflows in Scheduler application to automate the start of the planned executions Configure the software distribution software to install and deploy new versions of software Configure the data backup requests as requested by the Business, based on the requested retention Follow the change mana…","OPS Engineer","5577888228","Harvey Nash","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUJPVjFJXzA4Qkd3dHE4djFpaXM4dyIsImkiOiI1NTc3ODg4MjI4In0.hYUdrngk_AP3x4N30YnnWab157bjbE8HGk3UC7FIUGc","België","2026-01-10T17:17:17Z"
"be","Bouw mee aan sterke teams en performante locaties Stel je voor: je bent regelmatig onderweg tussen onze locaties en in nauw contact met regiomanagers en siteverantwoordelijken. Je coacht, motiveert en ondersteunt hen in hun dagelijkse werking en helpt hen groeien als leider. Jij zorgt voor duidelijke verwachtingen, sterke samenwerking en teams die samen uitstekende resultaten neerzetten voor klanten. Binnen onze organisatie staan beleving, kwaliteit en continue verbetering centraal. Onze locati…","People & Operations Manager","5577887153","SAKURA HR","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUJPVjFJXzA4Qkd3dHE4djFpaXM4dyIsImkiOiI1NTc3ODg3MTUzIn0.RiDrxKdwllIWh0Qui6W9jl4ToX4Y6-pKFvW4c6MY7yk","België","2026-01-10T17:16:51Z"
"be","Greetings from Sloka IT Solutions. Title - Java Technical Lead Language - French Location - Boulevard du Roi Albert II, 37 - 1030 Bruxelles Duration - 7 months Workplace type - Hybrid Experience - 5 years Description: Mission: Within the framework of a Java development project for the General Administration of Education in the Wallonia-Brussels Federation, the Java Technical Lead mission covers numerous aspects such as the development of application architecture proposals, development, technica…","Java Technical Lead","5577887157","Sloka IT Solutions","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUJPVjFJXzA4Qkd3dHE4djFpaXM4dyIsImkiOiI1NTc3ODg3MTU3In0.0G-WmuynSslWcgBIVrtSh4hn_lFMNtRCmHyjImsRPHU","België","2026-01-10T17:16:51Z"
"be","Als Digital Customer Journey Analyst bouw je mee aan slimme, gepersonaliseerde klantinteracties binnen Colruyt Group. Je werkt in het Customer Activation Service Center, analyseert noden, vertaalt deze naar vereisten en optimaliseert campagnes op basis van data. Dankzij jou krijgen klanten de beste digitale ervaring! Vanuit het Customer Activation Service Center werk je op het snijvlak van marketing, data en technologie . Je ontwikkelt en beheert digitale journeys in Adobe Experience Platform (…","Digital Customer Journey Analyst","5577887117","Colruyt Group","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU3Nzg4NzExNyIsInMiOiIxQk9WMUlfMDhCR3d0cTh2MWlpczh3In0.eq1QB6qviscYZ8LypOO4JleyrnSxnZ5QE98KV9k2cVg","België","2026-01-10T17:16:50Z"
"be","Over het Bedrijf Voor een van onze klanten in Lommel zoeken wij een enthousiaste en ervaren HR Medewerker. In deze uitdagende functie ben jij de drijvende kracht achter het volledige HR-beheer van de organisatie. Als enige medewerker op de personeelsdienst neem je de verantwoordelijkheid voor het welzijn van een team van ongeveer 80 vaste werknemers op je. Verantwoordelijkheden Tijdsregistratie en loonadministratie: Het beheren van tijdsregistratie, jobregistratie en het controleren van tikking…","HR-manager","5577887114","Robert Half","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU3Nzg4NzExNCIsInMiOiIxQk9WMUlfMDhCR3d0cTh2MWlpczh3In0.fFrCM3GVBAk6k6WEpyCMIBdRzxu0HQZGh7-ZlRodFeU","België","2026-01-10T17:16:50Z"
"be","Driven to uphold the highest standards in pharmaceutical compliance? Step into this role where your expertise ensures operational integrity and supports the delivery of safe, effective treatments worldwide. R&D Partners is seeking a QA Specialist to support quality assurance activities in a multiproduct manufacturing facility. In this role, you will assist with ensuring compliance, reviewing documentation, and providing expertise for clinical and commercial manufacturing processes. Please note …","QA Specialist - QA Ops","5577887124","R&D Partners","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUJPVjFJXzA4Qkd3dHE4djFpaXM4dyIsImkiOiI1NTc3ODg3MTI0In0.yyNcRwjPAgw77s2N9Bb290enN81jdRnphAQBAjtvLvU","België","2026-01-10T17:16:50Z"
"be","MEP Cost Manager Location: Farciennes Sector: Data Centre and Life Sciences Construction Employment Type: Permanent Eligibility: Must already hold the legal right to work in Belgium Role Overview An experienced MEP Cost Manager is required to lead pre-construction and cost management activities for complex data centre and life sciences developments. This role will sit at a senior level within the business, combining technical cost leadership with client-facing responsibility, team development a…","MEP Cost Manager","5577887099","Lumen Search","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU3Nzg4NzA5OSIsInMiOiIxQk9WMUlfMDhCR3d0cTh2MWlpczh3In0.OoCnJQ0uTeNh_-qXHdB_w62AfhQx2LvpWXiBYJbDN60","België","2026-01-10T17:16:49Z"
"be","Akkodis is seeking a talented Data Analyst to support one of its clients in delivering high-quality data analysis and reporting solutions. The Data Analyst plays a key role in transforming business data into meaningful insights by designing, developing, and maintaining dashboards and reports. The position involves close collaboration with business users, key stakeholders, and IT teams to ensure data accuracy, consistency, and alignment with business processes, particularly in ERP-driven and ind…","Data Analyst (Talent Pool)","5577887104","Akkodis","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU3Nzg4NzEwNCIsInMiOiIxQk9WMUlfMDhCR3d0cTh2MWlpczh3In0.iPcWApdIfru2pvZ-gMOK-v3UqbEaVBGB9Zw5TI5-WCQ","België","2026-01-10T17:16:49Z"
"be","About Devoteam: Devoteam is a leading consulting firm focused on digital transformation. We help our clients leverage technology to achieve their business goals. Our longstanding partnerships with leaders like AWS, Google Cloud, Microsoft, and ServiceNow amplify our capabilities, allowing us to deliver top-tier expertise and award-winning services. We complement these partnerships with in-depth Cyber, Data & AI, Software development and multi cloud expertise. For 30 years, we have always been g…","Azure Cloud Platform Architect","5577887017","Devoteam","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUJPVjFJXzA4Qkd3dHE4djFpaXM4dyIsImkiOiI1NTc3ODg3MDE3In0.Gc3HFWk2wtaSuvDvUvr3G3Uov0_gNc8YbtXyneLA4fY","België","2026-01-10T17:16:48Z"
"be","Oniverse (anciennement Calzedonia Group) est un groupe italien fondé en 1986, actif dans la mode, la lingerie, le prêt-à-porter, le food, le vin… et même le nautisme. Le groupe réunit des marques emblématiques telles que Calzedonia, Intimissimi, Tezenis, Falconeri , mais aussi Signorvino et des marques nautiques ultra premium. De l’idée au produit final, tout est géré en interne : création, production et distribution. Aujourd’hui, Oniverse compte plus de 5 600 magasins dans 59 pays et s’affirme…","Ecommerce Specialist","5577887018","Oniverse","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUJPVjFJXzA4Qkd3dHE4djFpaXM4dyIsImkiOiI1NTc3ODg3MDE4In0.hGpe3k_A2AOlytJ1okrD30BPfFGg8DZYHEuCu-Hs9i4","België","2026-01-10T17:16:48Z"
"be","BEDRIJF: Deze organisatie is een grote, kennisgedreven instelling waar maatschappelijke relevantie, innovatie en technologische complexiteit samenkomen. Ze combineert een sterke operationele werking met onderzoek en continue verbetering, en bevindt zich vandaag in een belangrijke transformatiefase op vlak van data en digitalisering. De IT- en datawerking is matuur en zeer complex, met duidelijke ambities om te evolueren naar een geïntegreerd, modern dataplatform. De cultuur is open, no-nonsense…","Senior Data Architect","5577887011","Cartière","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUJPVjFJXzA4Qkd3dHE4djFpaXM4dyIsImkiOiI1NTc3ODg3MDExIn0.bsDwjAsxuzG6nI4Yj1rLNFWEnfUzF78AJzNthjwu3Qw","België","2026-01-10T17:16:48Z"
"be","Ben jij de data-engineer die we zoeken? Wil je een uitdagende job met een breed takenpakket? Het Agentschap Uitbetaling Groeipakket (VUTG) zoekt een data-engineer die een expert is in het organiseren van grote hoeveelheden data zodat deze beschikbaar én bruikbaar worden voor analytische doeleinden. De belangrijkste taak van een data engineer is het bepalen, verzamelen, structureren en samenvatten van data. Een data-engineer fungeert als belangrijke schakel tussen alle data die binnenkomt en de …","Gegevensingenieur","5577887047","Vlaanderen connect.","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUJPVjFJXzA4Qkd3dHE4djFpaXM4dyIsImkiOiI1NTc3ODg3MDQ3In0.gcV7ABxmGPS2ISzfZIVzzsC779HkVuugPrXnRr5oTsY","België","2026-01-10T17:16:48Z"
"be","Een internationale organisatie is op zoek naar een Data Migration Manager voor de overgang van legacy-systemen naar een Cloud ERP-systeem . De rol is cruciaal voor een succesvolle go-live en omvat zowel planning, coördinatie als uitvoering van migratieactiviteiten. Functieomschrijving De Data Migration Manager is verantwoordelijk voor: Opstellen en beheren van een gedetailleerd cutover-plan met taken, timing en afhankelijkheden. Coördineren van rehearsals/mock runs en valideren van sequencing, …","Data migration manager","5577886992","Experis Belgium","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU3Nzg4Njk5MiIsInMiOiIxQk9WMUlfMDhCR3d0cTh2MWlpczh3In0.Xb3OxRl6cy4s8wAylKPVP0ZXFao5fZQIHo8a4olO3vM","België","2026-01-10T17:16:47Z"
"be","HR Data Operations Specialist Role Overview This role focuses exclusively on HR data maintenance and quality control within a global HR system. The HR Data Operations Specialist manages HR data requests, ensures data accuracy and performs structured, repetitive data updates in a shared service–style environment, working independently and with high attention to detail. About the Company You will join a global biopharmaceutical organization operating in a complex international environment, with c…","HR Data Operations Specialist","5577886998","Planet Pharma","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUJPVjFJXzA4Qkd3dHE4djFpaXM4dyIsImkiOiI1NTc3ODg2OTk4In0.RH4SlfjJWokddtUuUd3q4ed9UiV1Oh89lNsOByfF7U8","België","2026-01-10T17:16:47Z"
"be"," About the Role Fujitsu is supporting the European Commission in the adoption and integration of Digital and AI solutions , including LLMs . We are looking for a User Documentation and Training (UDT) Specialist to support end users through high-quality documentation, training, and workshops, ensuring effective adoption of AI-enabled solutions across business processes. This role is ideal for professionals with experience in AI user enablement, training delivery, and corporate AI adoption , part…","User Documentation & Training Specialist – Digital & AI Solutions","5577886979","Fujitsu","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU3Nzg4Njk3OSIsInMiOiIxQk9WMUlfMDhCR3d0cTh2MWlpczh3In0.jbQj5cy-oBWxUmd2Mp9C1cyk245jCgqKaDi8kePbrZ4","België","2026-01-10T17:16:47Z"
"be","Devoteam is a leading consulting firm focused on digital transformation. We help our clients leverage technology to achieve their business goals. Our longstanding partnerships with leaders like AWS, Google Cloud, Microsoft, and ServiceNow amplify our capabilities, allowing us to deliver top-tier expertise and award-winning services. We complement these partnerships with in-depth Cyber, Data & AI, Software development and multi cloud expertise. For 30 years, we have always been guiding our custo…","ServiceNow Consultant","5577886889","Devoteam","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUJPVjFJXzA4Qkd3dHE4djFpaXM4dyIsImkiOiI1NTc3ODg2ODg5In0.Twvu5hMYhLPRtjVO6RFEbuA5uQkVdD_KGewvv-IL47s","België","2026-01-10T17:16:37Z"
"be","Je komt terecht bij Signpost in het team dat zich specialiseert in hardware voor scholen. Dit team staat in voor de aankoop, voorbereiding, levering en herstelling van laptops en Chromebooks. Al onze toestellen worden geleverd met een uitgebreide garantie en service. Momenteel zijn we op zoek naar een Developer om onze groei te ondersteunen en ons ondernemende, dynamische team te versterken. Hoe ziet jouw dag als Developer eruit? Als Developer is geen dag hetzelfde. Je bent enerzijds verantwoor…",".NET Developer","5577886886","Signpost","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU3Nzg4Njg4NiIsInMiOiIxQk9WMUlfMDhCR3d0cTh2MWlpczh3In0.kzsyinVGWdX1DN-HucLOqZSVM_refiBgCxH2AdC77_A","België","2026-01-10T17:16:37Z"
"be","Waar kom je terecht? Woonpartners is een Vlaamse dochteronderneming van Cipal Schaubroeck die softwareoplossingen ontwikkelt en beheert voor sociale woonmaatschappijen . Met onze eigen ERP-toepassing ondersteunen we woonmaatschappijen bij het beheer van panden, huurders, financiële processen en communicatie met Wonen in Vlaanderen . Als ERP consultant ben jij het eerste aanspreekpunt voor onze klanten . Je helpt hen om het maximale uit onze software te halen, begeleidt functionele vragen en zor…","ERP Implementatie Consultant","5577886879","WoonPartners NV","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUJPVjFJXzA4Qkd3dHE4djFpaXM4dyIsImkiOiI1NTc3ODg2ODc5In0.7qVyCgqiyHzTB-tK80b-OFl5mJdGagT-MB1yWNh_KZc","België","2026-01-10T17:16:37Z"
"be","Purpose of the Role The Team Leader ensures that all inspection, rework, and quality control activities are carried out in accordance with work instructions, safety standards, and customer expectations within the Automotive industry. They manage a team of Inspectors or Operators on the line, within QCC or safety-delimited zones, ensuring smooth workflow, adherence to quality standards, and accurate data reporting. Rates: €19ph - €20ph  shift uplifts travel allowance  meal vouchers Key Responsib…","Quality Team Leader","5577886895","Mane Contract Services","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU3Nzg4Njg5NSIsInMiOiIxQk9WMUlfMDhCR3d0cTh2MWlpczh3In0.lP16k4d_gtRC-Eo2TSSChCSVXQXG2AKIQeXZZyHLVi0","België","2026-01-10T17:16:37Z"
"be","About Nalys Nalys is a fast‑growing consultancy company specialized in high‑tech engineering and life sciences. We partner with leading pharmaceutical organizations to deliver expert support, innovative solutions, and high‑impact technical expertise across their operations. Joining Nalys means becoming part of a collaborative and forward‑thinking community that values excellence, innovation, and continuous learning. About the Role Nalys is proud to support one oh his partners, a leading interna…","Quality Management Systems Manager","5577886866","Nalys","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU3Nzg4Njg2NiIsInMiOiIxQk9WMUlfMDhCR3d0cTh2MWlpczh3In0.4m1yimP7Wj69foi0bzTUiMw58r0Ok7PDTwdpfsJoLsQ","België","2026-01-10T17:16:36Z"
"be","Als eindverantwoordelijke sta je stevig in je rol en ben je een vertrouwd aanspreekpunt voor klanten en collega’s. Je houdt de administratie op orde, begeleidt uitdagende trajecten en zorgt ervoor dat ondernemers met een gerust hart kunnen ondernemen. Je houdt toezicht op de kwaliteit en voortgang van klantdossiers, samen met externe financiële experts ️ Je draagt eindverantwoordelijkheid voor de afronding en ondertekening van fiscale documenten en rapportages ✍️ Je duikt in financiële data en …","Senior Dossierbeheerder","5577886874","CreditPeople.eu","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU3Nzg4Njg3NCIsInMiOiIxQk9WMUlfMDhCR3d0cTh2MWlpczh3In0.nAD42EyCgOpq9X3FTmJv1PHPJpxEWXXb5Y3u54SYkTU","België","2026-01-10T17:16:36Z"
"be","Ben jij de technische probleemoplosser die energie krijgt van slimme integraties? Word jij blij van stabiele API’s, propere dataflows en systemen die perfect met elkaar praten? il je bouwen aan HR-tech die écht het verschil maakt? Dan hebben wij iets moois voor je. Stel je voor: een wereld waarin recruitmentbureaus en HR-teams niet langer worstelen met versnipperde tools en manuele processen. Waar ATS’en, jobboards, payrollsystemen en HR-software feilloos met elkaar communiceren. Dat is exact w…","API specialist","5577885987","Minggo","eyJhbGciOiJIUzI1NiJ9.eyJzIjoibkQ4UzE0XzA4QkdDUS1YTGJsY0g4USIsImkiOiI1NTc3ODg1OTg3In0.Y_hOts_PV8raawmBCEyV8M9irSHymC1cEmcHGVjVJbE","België","2026-01-10T17:15:56Z"
"be","HSE Lead – Data Centre Projects (Belgium) We are seeking an experienced HSE Lead with a strong career history in data centre construction to join our clients team on a long-term assignment in Belgium. This role offers the opportunity to work with highly skilled, culturally diverse teams in a dynamic and collaborative environment. You’ll be empowered to take real ownership of your work, supported in your professional growth, and encouraged to build lasting relationships across the project team. …","Environment Health Safety Lead","5577885977","eir evo talent","eyJhbGciOiJIUzI1NiJ9.eyJzIjoibkQ4UzE0XzA4QkdDUS1YTGJsY0g4USIsImkiOiI1NTc3ODg1OTc3In0.NXlZtY9tVA4ktRYIEKOT_WoViAX_mQiCiOeYG5xvAXw","België","2026-01-10T17:15:56Z"
"be","Apsida Life Science have partnered with a leading pharmaceutical company to present the following role: Role: Associate Scientist / QC Location: Belgium, Beerse Type: Contract role (12 months) Overview A global healthcare company focused on pharmaceutical innovation, medical technologies, and advanced research, dedicated to developing and delivering therapies that improve patient outcomes worldwide through science-driven excellence and high-quality standards. Job responsibilities: Coordinate an…","Scientist","5577885887","Apsida Life Science","eyJhbGciOiJIUzI1NiJ9.eyJzIjoibkQ4UzE0XzA4QkdDUS1YTGJsY0g4USIsImkiOiI1NTc3ODg1ODg3In0.LlpJSnygImQ0eJpe4QSOlXlhkQFiJ9eYMglPEOPUDCw","België","2026-01-10T17:15:54Z"
"be","А global digital transformation company with a team of more than 4,900 global players in 26 countries – in Europe, America and Asia, working together to put organizations at the forefront of innovation by bringing together talent, knowledge and technology. Our approach is based on conscious technology, through which we create positive environments and meaningful opportunities, always in our own way, making the complex simple. VASS BeNeLux, in partnership with the European Commission, is current…","Business Analyst","5577885836","VASS","eyJhbGciOiJIUzI1NiJ9.eyJzIjoibkQ4UzE0XzA4QkdDUS1YTGJsY0g4USIsImkiOiI1NTc3ODg1ODM2In0.KAmHkFMea16q8xqbq_hNXuzB65_FMae83UEJmvqiEW0","België","2026-01-10T17:15:53Z"
"be","1. POSITION SUMMARY Manage the whole Tender process from identification down to win/loss analysis. Manage medium & small customer pricing contracts. Provide business support to the commercial organization by managing the tactical & operational pricing areas (contracts, rebates, invoice corrections, customer master data) and ensure external customers have latest contract information. 2. JOB FUNCTIONS Tactical & Operational Pricing Contract Management: Manage medium & small customer pricing contr…","Pricing & Tender Coordinator DACH","5577885855","O&M Halyard EMEA","eyJhbGciOiJIUzI1NiJ9.eyJzIjoibkQ4UzE0XzA4QkdDUS1YTGJsY0g4USIsImkiOiI1NTc3ODg1ODU1In0.w_urmeG4N6KH1NOw2DyTWpIqZXErdSpH_g8ZeJ8JFEQ","België","2026-01-10T17:15:53Z"
"be","SD Worx Jobs recherche pour son client, un Customer Service Specialist Sur Leuze-en-Hainaut. Vous êtes passionné(e) par la satisfaction client et la gestion des opérations ? Rejoignez une entreprise en pleine croissance, où votre rôle sera essentiel dans le suivi des commandes et la coordination logistique. Vos responsabilités Assurer le traitement rigoureux et ponctuel des commandes clients, en respectant les procédures spécifiques (livraisons express, échantillons, réclamations). Maintenir un…","Customer Service Specialist","5577885846","SD Worx Jobs Belgium","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU3Nzg4NTg0NiIsInMiOiJuRDhTMTRfMDhCR0NRLVhMYmxjSDhRIn0.bSIQK-9YwqioZ8bvXl4RA1Ujw-xJ82yoPkqYOJHwenI","België","2026-01-10T17:15:53Z"
"be","We are looking for a Tableau Consultant to join an established enterprise reporting & analytics team. This role is Tableau-first . If your experience is mainly Power BI, this role will not be a fit. What you’ll do Design, build, and maintain Tableau dashboards for internal business stakeholders Translate reporting needs into prototypes and production-ready dashboards Own the full dashboard lifecycle (build, optimise, publish, decommission) Apply data & reporting governance standards Optimise da…","Tableau Consultant (Junior–Medior) – Banking | Hybrid","5577885797","Europa Search","eyJhbGciOiJIUzI1NiJ9.eyJzIjoibkQ4UzE0XzA4QkdDUS1YTGJsY0g4USIsImkiOiI1NTc3ODg1Nzk3In0.51fgwdvC4nGGG1GBVOjL3WR3YkmUeUDXGp-VIeJZ88c","België","2026-01-10T17:15:52Z"
"be","About Devoteam: Devoteam is a leading consulting firm focused on digital transformation. We help our clients leverage technology to achieve their business goals. Our longstanding partnerships with leaders like AWS, Google Cloud, Microsoft, and ServiceNow amplify our capabilities, allowing us to deliver top-tier expertise and award-winning services. We complement these partnerships with in-depth Cyber, Data & AI, Software development and multi cloud expertise. For 30 years, we have always been g…","Power Platform & Microsoft 365 Application Developer/Architect (with AI and Governance Focus)","5577885821","Devoteam","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU3Nzg4NTgyMSIsInMiOiJuRDhTMTRfMDhCR0NRLVhMYmxjSDhRIn0.m_UtKPoyaJ0BnuTIJ4xLZ21nPYMNj9MwlfSFQLRvxU0","België","2026-01-10T17:15:52Z"
"be","Wat zijn je taken als accountant? Voor een snelgroeiende industriële organisatie (onderdeel van een internationale groep) zoeken we een Accountant die graag schakelt tussen boekhouding en managementrapportage. Je komt terecht in een finance team waar je kan rekenen op begeleiding en sparring, maar waar je tegelijk veel ownership krijgt en mee kan bouwen aan processen in volle ontwikkeling. De functie is ideaal voor iemand die energie krijgt van een omgeving waar niet alles “af” is, en waar je d…","Accountant","5577885792","Digital Talent Hunters","eyJhbGciOiJIUzI1NiJ9.eyJzIjoibkQ4UzE0XzA4QkdDUS1YTGJsY0g4USIsImkiOiI1NTc3ODg1NzkyIn0.YysOyQR3NoYDyIjnMhHK_MfZNU4GbpERuUc60bizd0Q","België","2026-01-10T17:15:52Z"
"be","Wil jij de financiële grip versterken op een internationale portfolio van grootschalige infrastructuurprojecten? Wil je diepgaande ERP expertise met strategische business controlling combineren project finance omgeving? Zoek je een rol waarin je ownership neemt over quarterly controlling, forecasting en management reporting binnen een duurzame groeimarkt? Deze organisatie, met hoofdzetel in de regio Oostende , is een toonaangevend Belgisch bedrijf in duurzame infrastructuur dat zich specialisee…","BUSINESS CONTROLLER INNOVATIEVE en GROEIENDE ORGANISATIE","5577885815","Walt & Spencer","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU3Nzg4NTgxNSIsInMiOiJuRDhTMTRfMDhCR0NRLVhMYmxjSDhRIn0.EKEhZkXU3OFNZQmAV2Ed8ai_VAOQqkgcHilMLuRe8rQ","België","2026-01-10T17:15:52Z"
